CODIGO_DEL_PRODUCTO,VENTA,VENTA_ZONA_101,VENTA_ZONA_102,VENTA_ZONA_103,VENTA_ZONA_104,VENTA_ZONA_107,VENTA_ZONA_109,VENTA_ZONA_110,VENTA_ZONA_111,VENTA_ZONA_112,VENTA_ZONA_115,VENTA_ZONA_116,VENTA_ZONA_119,TALLA,NOMB_SUBGRUPO,CAMPANA,CAMPANA_CAT_Cuarto_trimestre,CAMPANA_CAT_Primer_trimestre,CAMPANA_CAT_Segundo_trimestre,CAMPANA_CAT_Tercer_trimestre,ROPA_CAT_Conjuntos y otros,ROPA_CAT_Ropa_inferior,ROPA_CAT_Ropa_superior,TALLA_CAT_Grande,TALLA_CAT_Mediana,TALLA_CAT_Pequeña
P02091,343.0,0,0,0,0,0.0,0,0,0,86,0.0,0,0,T-12,216 RE-JEANS FEM,201905,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P02266,343.0,0,0,0,0,0.0,0,0,0,57,0.0,0,0,T-10,216 RE-JEANS FEM,201905,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P02207,355.0,0,0,51,51,0.0,0,0,0,0,0.0,0,0,T-M,207 RE-CAMISETAS FEM,201905,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P02251,380.0,0,0,25,0,0.0,0,0,25,25,25.0,25,0,T-XL,207 RE-CAMISETAS FEM,201905,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
P02337,381.0,0,0,0,0,0.0,0,0,0,0,0.0,76,0,T-S,201 RE-BLUSAS FEM,201905,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P02085,400.0,0,0,0,57,0.0,57,57,0,0,0.0,0,0,T-S,201 RE-BLUSAS FEM,201905,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P02298,445.0,0,0,0,0,0.0,0,0,64,0,0.0,0,0,T-10,216 RE-JEANS FEM,201905,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P01933,481.0,25,25,0,0,0.0,0,0,0,0,0.0,51,0,T-XL,211 RE-CHAQUETAS FEM,201905,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
P02204,494.0,38,0,38,0,0.0,38,0,38,38,38.0,0,0,T-16,216 RE-JEANS FEM,201905,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P02373,506.0,25,0,25,0,51.0,0,0,25,0,0.0,76,0,T-M,201 RE-BLUSAS FEM,201905,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P01961,507.0,0,32,0,0,0.0,0,0,0,0,0.0,63,0,T-S,201 RE-BLUSAS FEM,201905,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P02394,507.0,0,0,0,0,51.0,0,0,0,0,0.0,51,0,T-L,213 RE-CONJUNTOS FEM,201905,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
P01982,507.0,32,0,0,0,0.0,32,0,0,32,63.0,0,0,T-XS,215 RE-FALDAS FEM,201905,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
P01930,507.0,25,25,0,0,25.0,0,0,25,0,0.0,0,0,T-12,216 RE-JEANS FEM,201905,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P02154,514.0,0,0,0,0,0.0,0,0,57,57,57.0,0,0,T-XS,202 RE-BODYS FEM,201905,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P01953,514.0,0,0,0,0,0.0,57,0,0,0,0.0,0,0,T-14,220 RE-PANTALONES FEM,201905,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P01955,533.0,0,0,0,0,0.0,0,0,89,0,0.0,44,0,T-S,201 RE-BLUSAS FEM,201905,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P02165,541.0,0,0,0,0,0.0,0,0,0,101,68.0,34,34,T-M,201 RE-BLUSAS FEM,201905,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P02272,558.0,0,51,0,0,0.0,0,51,0,0,0.0,51,0,T-XL,201 RE-BLUSAS FEM,201905,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
P02131,571.0,0,0,0,0,57.0,0,57,114,57,0.0,0,0,T-M,215 RE-FALDAS FEM,201905,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
P01939,577.0,0,41,0,0,0.0,0,0,41,0,0.0,0,0,T-XL,201 RE-BLUSAS FEM,201905,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
P02095,607.0,51,51,25,0,25.0,25,0,0,25,0.0,0,0,T-XS,211 RE-CHAQUETAS FEM,201905,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P02306,610.0,0,0,76,0,0.0,0,0,0,0,0.0,0,0,T-14,216 RE-JEANS FEM,201905,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P02226,610.0,76,0,0,0,0.0,76,0,0,0,0.0,0,0,T-S,225 RE-VESTIDOS FEM,201905,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
P01979,628.0,0,0,0,0,0.0,0,57,57,57,57.0,0,0,T-XL,201 RE-BLUSAS FEM,201905,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
P02062,634.0,63,0,32,32,0.0,0,0,0,0,0.0,0,0,T-S,211 RE-CHAQUETAS FEM,201905,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P01936,658.0,0,0,0,0,0.0,0,0,0,0,0.0,0,25,T-M,213 RE-CONJUNTOS FEM,201905,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
P02304,660.0,0,0,0,0,0.0,83,0,83,83,0.0,83,0,T-12,209 RE-CAPRIS FEM,201905,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P01944,666.0,0,44,0,0,0.0,44,0,0,0,44.0,0,44,T-M,201 RE-BLUSAS FEM,201905,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P02221,686.0,0,0,76,0,0.0,0,0,0,0,0.0,76,76,T-L,201 RE-BLUSAS FEM,201905,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P02105,686.0,0,0,0,0,0.0,0,0,76,76,0.0,0,0,T-XL,204 RE-BUZOS FEM,201905,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
P02281,686.0,0,0,0,0,0.0,0,0,0,76,0.0,76,76,T-L,219 RE-OVEROLES FEM,201905,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
P02283,709.0,25,0,0,0,25.0,0,25,0,0,0.0,76,51,T-XL,201 RE-BLUSAS FEM,201905,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
P01980,710.0,102,0,51,0,0.0,0,51,0,0,0.0,0,51,T-8,216 RE-JEANS FEM,201905,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P02414,742.0,57,57,0,57,0.0,0,114,0,114,0.0,57,0,T-S,207 RE-CAMISETAS FEM,201905,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P02155,742.0,57,57,0,0,0.0,0,0,57,0,114.0,0,0,T-8,220 RE-PANTALONES FEM,201905,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P02033,742.0,0,0,57,57,57.0,0,0,0,57,57.0,0,0,T-M,225 RE-VESTIDOS FEM,201905,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
P02055,755.0,0,44,89,0,0.0,0,44,0,0,0.0,0,0,T-L,215 RE-FALDAS FEM,201905,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
P02328,760.0,38,0,38,38,38.0,38,0,38,0,38.0,38,0,T-12,216 RE-JEANS FEM,201905,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P02396,761.0,0,0,0,0,0.0,0,0,38,38,0.0,0,76,T-12,220 RE-PANTALONES FEM,201905,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P02295,762.0,0,0,0,0,0.0,64,0,64,0,64.0,0,0,T-L,225 RE-VESTIDOS FEM,201905,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
P02153,799.0,0,38,0,0,38.0,0,0,0,0,38.0,0,0,T-M,201 RE-BLUSAS FEM,201905,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P02186,799.0,0,0,0,0,0.0,0,0,0,0,57.0,114,0,T-S,201 RE-BLUSAS FEM,201905,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P02277,799.0,228,0,0,0,0.0,0,0,0,38,38.0,0,0,T-12,216 RE-JEANS FEM,201905,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P02276,800.0,0,114,0,0,57.0,0,0,0,57,0.0,0,0,T-S,201 RE-BLUSAS FEM,201905,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P02398,810.0,25,0,25,0,25.0,0,0,0,0,25.0,51,0,T-L,201 RE-BLUSAS FEM,201905,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P02421,811.0,101,34,34,0,0.0,34,0,0,34,0.0,34,0,T-M,201 RE-BLUSAS FEM,201905,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P02322,826.0,0,64,0,0,0.0,0,0,64,0,0.0,0,0,T-L,201 RE-BLUSAS FEM,201905,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P02150,826.0,0,0,0,0,0.0,0,0,0,0,0.0,127,0,T-L,202 RE-BODYS FEM,201905,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P01968,837.0,114,0,0,0,0.0,0,38,0,0,0.0,0,0,T-10,216 RE-JEANS FEM,201905,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P02192,845.0,101,0,0,0,0.0,34,0,0,101,0.0,0,0,T-M,213 RE-CONJUNTOS FEM,201905,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
P02199,857.0,0,57,114,0,0.0,0,0,0,0,0.0,0,0,T-XS,207 RE-CAMISETAS FEM,201905,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P02167,857.0,57,0,0,0,57.0,57,0,0,57,0.0,0,0,T-S,225 RE-VESTIDOS FEM,201905,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
P02224,866.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,T-L,225 RE-VESTIDOS FEM,201905,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
P02252,889.0,0,0,0,0,0.0,0,0,0,0,0.0,127,0,T-XL,204 RE-BUZOS FEM,201905,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
P02096,908.0,0,83,0,83,0.0,83,0,83,0,0.0,0,0,T-XL,204 RE-BUZOS FEM,201905,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
P02075,908.0,0,0,0,83,83.0,0,0,0,0,0.0,0,0,T-10,223 RE-SHORTS FEM,201905,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P02140,912.0,0,0,0,0,0.0,0,0,51,25,25.0,51,51,T-L,201 RE-BLUSAS FEM,201905,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P02354,914.0,152,0,0,0,76.0,0,0,76,0,0.0,0,0,T-L,201 RE-BLUSAS FEM,201905,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P02041,914.0,0,0,0,0,0.0,57,0,0,0,114.0,0,0,T-16,216 RE-JEANS FEM,201905,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P02417,914.0,0,0,0,0,0.0,171,0,0,57,0.0,57,0,T-XL,217 RE-JOGGERS FEM,201905,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
P02190,914.0,0,0,0,76,0.0,0,0,76,0,0.0,0,76,T-XL,219 RE-OVEROLES FEM,201905,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
P02159,932.0,0,0,44,44,0.0,0,0,0,89,44.0,44,133,T-M,225 RE-VESTIDOS FEM,201905,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
P02185,951.0,0,0,0,38,0.0,76,38,0,0,0.0,76,0,T-S,218 RE-LEGGINS FEM,201905,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
P02126,951.0,0,76,38,0,0.0,0,38,0,76,38.0,0,0,T-12,219 RE-OVEROLES FEM,201905,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
P02330,964.0,51,51,0,0,0.0,51,51,0,51,0.0,102,0,T-L,206 RE-CAMISAS FEM,201905,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P02382,971.0,0,0,42,0,0.0,42,0,0,0,42.0,42,42,T-12,219 RE-OVEROLES FEM,201905,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
P02282,971.0,0,0,42,0,0.0,0,42,42,85,85.0,42,85,T-14,220 RE-PANTALONES FEM,201905,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P02411,977.0,44,44,44,0,44.0,0,89,0,0,0.0,0,0,T-M,215 RE-FALDAS FEM,201905,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
P02184,977.0,89,0,0,44,0.0,0,0,0,0,0.0,89,89,T-S,218 RE-LEGGINS FEM,201905,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
P02157,983.0,0,0,63,63,0.0,0,32,0,32,0.0,0,0,T-M,207 RE-CAMISETAS FEM,201905,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P02230,988.0,25,25,0,0,25.0,25,0,25,0,0.0,25,51,T-S,206 RE-CAMISAS FEM,201905,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P01975,1015.0,0,51,0,0,0.0,0,0,102,0,51.0,0,0,T-L,225 RE-VESTIDOS FEM,201905,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
P02201,1016.0,0,0,0,0,0.0,0,0,127,0,191.0,64,0,T-S,207 RE-CAMISETAS FEM,201905,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P02054,1016.0,64,64,0,0,0.0,64,0,191,0,0.0,0,64,T-14,216 RE-JEANS FEM,201905,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P02233,1016.0,0,64,127,0,0.0,0,0,0,64,0.0,0,64,T-6,216 RE-JEANS FEM,201905,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P01990,1038.0,0,0,0,0,0.0,0,0,101,25,51.0,127,76,T-XS,225 RE-VESTIDOS FEM,201905,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
P02152,1046.0,32,0,63,0,0.0,0,32,32,32,32.0,63,32,T-14,216 RE-JEANS FEM,201905,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P02357,1047.0,0,70,0,0,0.0,70,70,0,0,0.0,0,0,T-M,225 RE-VESTIDOS FEM,201905,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
P02345,1048.0,101,68,0,0,34.0,34,0,34,0,34.0,0,34,T-M,225 RE-VESTIDOS FEM,201905,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
P02253,1065.0,0,51,0,0,0.0,0,51,0,51,51.0,51,0,T-S,215 RE-FALDAS FEM,201905,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
P02078,1066.0,0,0,0,0,0.0,51,0,51,0,0.0,254,0,T-S,201 RE-BLUSAS FEM,201905,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P02395,1067.0,0,0,0,0,0.0,76,76,0,0,0.0,76,0,T-XL,201 RE-BLUSAS FEM,201905,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
P01966,1073.0,0,83,0,0,0.0,0,83,0,0,0.0,0,83,T-S,213 RE-CONJUNTOS FEM,201905,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
P02211,1085.0,0,0,0,0,0.0,57,0,57,0,0.0,57,0,T-L,202 RE-BODYS FEM,201905,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P01970,1113.0,83,41,0,41,0.0,0,0,0,41,0.0,41,83,T-12,216 RE-JEANS FEM,201905,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P01900,1113.0,41,0,0,83,41.0,0,0,0,0,0.0,83,0,T-S,225 RE-VESTIDOS FEM,201905,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
P02177,1114.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,T-L,225 RE-VESTIDOS FEM,201905,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
P02256,1140.0,0,0,0,0,0.0,0,0,0,0,51.0,51,51,T-L,215 RE-FALDAS FEM,201905,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
P02218,1165.0,25,25,25,0,51.0,25,0,25,25,0.0,0,25,T-XL,225 RE-VESTIDOS FEM,201905,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
P02074,1167.0,0,0,51,0,0.0,0,51,0,0,0.0,102,0,T-M,201 RE-BLUSAS FEM,201905,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P02206,1173.0,63,32,0,0,32.0,0,32,63,0,0.0,0,0,T-L,201 RE-BLUSAS FEM,201905,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P01957,1173.0,63,63,0,32,0.0,63,0,32,0,0.0,32,0,T-M,214 RE-ENTERIZOS FEM,201905,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
P02255,1179.0,0,114,38,38,0.0,0,38,0,38,76.0,0,0,T-8,223 RE-SHORTS FEM,201905,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P02359,1199.0,0,0,114,0,57.0,0,57,0,0,57.0,0,57,T-XL,214 RE-ENTERIZOS FEM,201905,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
P02311,1199.0,178,44,0,0,0.0,44,0,0,0,0.0,44,44,T-14,216 RE-JEANS FEM,201905,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P02129,1199.0,0,0,0,57,0.0,114,0,57,0,0.0,114,57,T-8,219 RE-OVEROLES FEM,201905,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
P02258,1207.0,0,0,64,0,0.0,64,64,0,0,0.0,0,64,T-S,225 RE-VESTIDOS FEM,201905,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
P02028,1218.0,0,51,0,0,51.0,0,0,51,0,0.0,0,0,T-S,201 RE-BLUSAS FEM,201905,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P01952,1218.0,0,0,0,0,0.0,0,0,0,0,102.0,102,0,T-XL,225 RE-VESTIDOS FEM,201905,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
P02175,1238.0,165,83,0,0,0.0,0,83,0,0,0.0,165,0,T-L,201 RE-BLUSAS FEM,201905,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P02385,1256.0,0,229,57,0,0.0,114,0,0,0,57.0,0,57,T-S,201 RE-BLUSAS FEM,201905,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P01954,1256.0,114,57,0,0,0.0,0,0,0,0,0.0,57,57,T-6,216 RE-JEANS FEM,201905,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P02137,1256.0,57,0,57,57,0.0,57,0,0,0,57.0,0,0,T-6,217 RE-JOGGERS FEM,201905,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P02418,1266.0,127,51,0,0,0.0,0,0,0,0,25.0,25,25,T-14,216 RE-JEANS FEM,201905,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P02146,1267.0,279,51,25,0,0.0,0,0,0,25,51.0,51,51,T-M,204 RE-BUZOS FEM,201905,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P02217,1268.0,51,51,51,0,0.0,51,0,0,0,51.0,0,0,T-S,201 RE-BLUSAS FEM,201905,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P02068,1269.0,102,0,51,0,0.0,0,51,0,0,0.0,0,0,T-L,201 RE-BLUSAS FEM,201905,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P01973,1269.0,0,0,0,0,0.0,0,0,51,203,51.0,152,0,T-M,214 RE-ENTERIZOS FEM,201905,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
P02284,1270.0,64,0,0,0,0.0,0,64,0,64,0.0,0,0,T-M,207 RE-CAMISETAS FEM,201905,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P02316,1270.0,0,0,0,0,64.0,64,0,0,0,0.0,0,0,T-S,211 RE-CHAQUETAS FEM,201905,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P02265,1313.0,171,0,57,0,0.0,0,0,114,0,57.0,0,0,T-S,204 RE-BUZOS FEM,201905,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P01997,1313.0,0,0,0,0,0.0,57,114,114,171,114.0,114,0,T-S,211 RE-CHAQUETAS FEM,201905,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P01998,1332.0,0,0,0,0,0.0,0,0,0,0,133.0,89,44,T-XL,201 RE-BLUSAS FEM,201905,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
P01915,1334.0,64,0,0,0,64.0,191,64,0,0,64.0,0,0,T-M,207 RE-CAMISETAS FEM,201905,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P02142,1393.0,0,0,0,0,25.0,0,0,127,25,51.0,51,25,T-M,201 RE-BLUSAS FEM,201905,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P01960,1420.0,51,0,51,51,0.0,0,0,0,0,51.0,51,0,T-12,216 RE-JEANS FEM,201905,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P02401,1421.0,0,0,0,0,0.0,0,0,51,102,152.0,203,102,T-M,201 RE-BLUSAS FEM,201905,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P01910,1428.0,57,0,0,0,0.0,0,0,0,0,0.0,57,0,T-S,225 RE-VESTIDOS FEM,201905,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
P02350,1428.0,57,57,57,0,57.0,57,0,0,57,0.0,57,57,T-XL,225 RE-VESTIDOS FEM,201905,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
